Asset_ID,Asset_Type,Fuel_Type,Fuel_Consumed_Litres,Distance_Travelled_KM,Trip_Date,Location_Start,Location_End,Trip_Duration_Hours,Maintenance_Flag,Fuel_Cost_Per_Litre,Driver_ID,Weather_Condition,Asset_Age_Years,Speed_KMPH,Trip_Status,Remarks,Total_Trip_Cost
A-06229,Truck,Petrol,4480.06,1959.54,2025-07-15,Abu Dhabi Rig,Ras Laffan,70.67,No,1.05,D-143,Windy,12,69.93,Cancelled,All field again general American.,4704.06
A-06230,Truck,Petrol,2981.14,1328.75,2023-08-29,Doha Bay,Muscat Dock,63.44,No,0.62,D-478,Rainy,13,49.06,Delayed,Enjoy hour life kind kind social customer.,1848.31
A-06231,Helicopter,Petrol,3113.0,756.67,2025-06-09,Doha Bay,Ras Laffan,29.42,No,1.88,D-841,Stormy,1,68.75,Cancelled,Rather growth yet.,5852.44
A-06232,Helicopter,Diesel,3609.91,140.32,2025-01-22,Ras Laffan,Doha Bay,30.47,Yes,1.4,D-228,Windy,5,115.88,Completed,Loss important too save nature speech knowledge.,5053.87
A-06233,Supply Ship,Jet Fuel,4422.33,1478.7,2025-05-17,Muscat Dock,Abu Dhabi Rig,61.28,No,1.22,D-438,Windy,5,27.7,Delayed,Level interesting site enter need lawyer name.,5395.24
A-06234,Supply Ship,Petrol,532.08,1956.15,2025-05-24,Dubai Port,Dubai Port,32.64,No,0.69,D-417,Windy,3,100.35,Cancelled,They turn fish heavy away.,367.14
A-06235,Helicopter,Jet Fuel,1750.61,145.29,2024-04-29,Ras Laffan,Muscat Dock,37.08,No,1.67,D-266,Rainy,2,65.53,Delayed,Loss then air quality.,2923.52
A-06236,Supply Ship,Petrol,2048.66,22.27,2025-01-20,Muscat Dock,Doha Bay,53.96,No,0.61,D-241,Windy,9,85.37,Cancelled,She mean attack house.,1249.68
A-06237,Helicopter,Diesel,4557.58,1665.23,2024-02-24,Abu Dhabi Rig,Dubai Port,28.55,No,1.98,D-214,Rainy,11,116.94,Delayed,Improve toward director view professor high under.,9024.01
A-06238,Truck,Jet Fuel,4784.44,213.5,2023-09-22,Dubai Port,Abu Dhabi Rig,33.24,No,1.76,D-536,Windy,7,65.96,Completed,Add language they blood gun.,8420.61
A-06239,Truck,Petrol,689.86,172.43,2024-10-05,Muscat Dock,Ras Laffan,3.64,No,1.21,D-429,Rainy,9,29.6,Cancelled,Body information without since.,834.73
A-06240,Tugboat,Petrol,683.63,1821.57,2023-11-07,Muscat Dock,Doha Bay,10.46,No,1.51,D-883,Stormy,3,102.79,Completed,Final relate well themselves write.,1032.28
A-06241,Truck,Petrol,4680.82,168.33,2024-05-31,Ras Laffan,Doha Bay,33.56,No,0.63,D-390,Windy,1,46.47,Cancelled,Effort song walk door.,2948.92
A-06242,Helicopter,Petrol,1549.28,236.9,2025-04-06,Muscat Dock,Abu Dhabi Rig,4.24,No,1.23,D-309,Stormy,2,110.52,Delayed,What later effort investment might audience.,1905.61
A-06243,Supply Ship,Diesel,1284.89,1143.45,2024-05-10,Doha Bay,Ras Laffan,22.8,No,1.73,D-969,Rainy,6,28.19,Cancelled,Collection throughout daughter one adult.,2222.86
A-06244,Tugboat,Petrol,274.55,1516.06,2024-07-25,Muscat Dock,Doha Bay,32.04,No,0.62,D-988,Rainy,6,42.8,Cancelled,Able word year well.,170.22
A-06245,Supply Ship,Petrol,1450.42,805.15,2024-06-04,Dubai Port,Dubai Port,8.21,No,0.83,D-686,Windy,13,116.81,Cancelled,Tree level cover agree work.,1203.85
A-06246,Helicopter,Diesel,3498.28,846.97,2024-01-29,Muscat Dock,Abu Dhabi Rig,5.64,No,1.67,D-149,Stormy,2,108.03,Delayed,Business less state wrong local though laugh.,5842.13
A-06247,Truck,Petrol,2187.58,1268.93,2025-02-15,Abu Dhabi Rig,Doha Bay,2.16,No,1.19,D-367,Rainy,9,41.88,Cancelled,Move key prepare soon my however.,2603.22
A-06248,Tugboat,Jet Fuel,2632.66,1015.8,2024-02-04,Doha Bay,Ras Laffan,35.46,No,1.5,D-354,Stormy,10,97.65,Completed,Administration movie traditional success your argue.,3948.99
A-06249,Helicopter,Jet Fuel,4594.75,47.07,2024-10-17,Dubai Port,Muscat Dock,11.43,No,1.73,D-430,Rainy,14,28.63,Completed,These career nation great pick we name.,7948.92
A-06250,Tugboat,Petrol,661.98,236.03,2023-10-01,Dubai Port,Doha Bay,49.89,Yes,0.72,D-670,Stormy,1,35.79,Cancelled,Process force page.,476.63
A-06251,Tugboat,Diesel,449.08,1167.38,2024-12-12,Ras Laffan,Ras Laffan,36.0,Yes,1.2,D-398,Rainy,4,38.23,Delayed,Plan fear drug note yourself truth describe.,538.9
A-06252,Truck,Diesel,4274.46,1589.39,2025-06-22,Ras Laffan,Abu Dhabi Rig,2.34,No,1.34,D-786,Rainy,4,24.32,Cancelled,Business imagine parent door agreement.,5727.78
A-06253,Helicopter,Diesel,3896.79,1528.58,2024-06-29,Doha Bay,Ras Laffan,5.19,No,1.42,D-798,Stormy,14,68.46,Delayed,Year recent represent leader child they understand per.,5533.44
A-06254,Supply Ship,Petrol,1392.3,1482.71,2024-09-01,Dubai Port,Ras Laffan,66.16,No,1.77,D-873,Sunny,1,59.06,Completed,Whose rule hear number whose attack.,2464.37
A-06255,Tugboat,Petrol,1688.75,1544.83,2024-05-07,Abu Dhabi Rig,Abu Dhabi Rig,9.83,No,1.21,D-382,Sunny,12,78.96,Cancelled,Say ten use final with develop.,2043.39
A-06256,Tugboat,Jet Fuel,1620.36,98.44,2023-10-04,Muscat Dock,Muscat Dock,54.77,Yes,0.98,D-203,Windy,5,88.87,Cancelled,Agency public religious pull consumer card.,1587.95
A-06257,Supply Ship,Diesel,3274.26,1791.25,2024-07-01,Muscat Dock,Dubai Port,18.49,No,1.7,D-923,Windy,6,79.53,Cancelled,Set bag heart race.,5566.24
A-06258,Helicopter,Petrol,399.94,1779.67,2024-03-12,Muscat Dock,Muscat Dock,23.83,No,1.85,D-358,Sunny,9,47.85,Completed,That successful air computer force.,739.89
A-06259,Tugboat,Petrol,2498.07,1068.53,2024-10-12,Ras Laffan,Dubai Port,2.76,No,1.04,D-118,Rainy,11,28.26,Completed,Stage magazine realize history answer else.,2597.99
A-06260,Tugboat,Petrol,755.98,504.7,2025-02-09,Dubai Port,Dubai Port,40.49,No,1.59,D-901,Rainy,8,93.2,Completed,With film personal.,1202.01
A-06261,Tugboat,Diesel,4116.72,1188.44,2025-04-10,Dubai Port,Dubai Port,34.16,Yes,0.82,D-373,Sunny,4,50.91,Delayed,Board just put moment push.,3375.71
A-06262,Helicopter,Diesel,1965.25,1120.19,2025-07-12,Abu Dhabi Rig,Doha Bay,53.89,Yes,0.64,D-958,Stormy,6,44.71,Cancelled,Expert push generation industry question writer.,1257.76
A-06263,Helicopter,Jet Fuel,2685.1,453.68,2024-08-08,Ras Laffan,Muscat Dock,65.3,No,1.06,D-310,Stormy,7,89.05,Delayed,Drive music poor sound listen game them game.,2846.21
A-06264,Supply Ship,Diesel,243.66,1210.23,2024-12-15,Abu Dhabi Rig,Ras Laffan,39.89,Yes,1.11,D-776,Rainy,6,64.19,Cancelled,What east start high.,270.46
A-06265,Helicopter,Petrol,385.5,1596.62,2025-04-28,Dubai Port,Doha Bay,68.61,No,0.67,D-689,Stormy,5,40.45,Delayed,Again produce land owner attention last.,258.29
A-06266,Helicopter,Jet Fuel,3407.77,1614.15,2025-03-17,Muscat Dock,Abu Dhabi Rig,11.52,Yes,0.65,D-549,Stormy,1,96.65,Delayed,Mind risk page hotel trip.,2215.05
A-06267,Truck,Diesel,3857.18,128.8,2023-10-11,Ras Laffan,Abu Dhabi Rig,25.47,No,1.56,D-777,Windy,7,100.64,Completed,Area physical ahead manage into authority.,6017.2
A-06268,Supply Ship,Diesel,3579.17,402.35,2025-06-17,Ras Laffan,Dubai Port,59.92,No,1.58,D-352,Stormy,11,118.53,Delayed,Consider degree after.,5655.09
A-06269,Tugboat,Diesel,3711.39,1339.76,2025-04-27,Ras Laffan,Doha Bay,40.29,No,0.61,D-562,Windy,7,66.8,Delayed,Pick recognize bag goal investment lawyer.,2263.95
A-06270,Helicopter,Diesel,612.64,1721.07,2024-09-27,Muscat Dock,Doha Bay,39.83,No,1.26,D-891,Sunny,5,23.67,Delayed,Member yourself remain question team face.,771.93
A-06271,Tugboat,Petrol,3497.91,1047.22,2025-02-12,Ras Laffan,Abu Dhabi Rig,33.69,Yes,1.34,D-200,Sunny,12,71.73,Delayed,Their home meeting.,4687.2
A-06272,Tugboat,Diesel,990.56,1417.98,2023-12-19,Doha Bay,Ras Laffan,2.33,No,1.25,D-391,Rainy,14,22.33,Delayed,Left Republican guy exist.,1238.2
A-06273,Truck,Petrol,580.28,51.93,2023-12-22,Ras Laffan,Muscat Dock,6.7,No,1.97,D-611,Stormy,9,114.76,Cancelled,Although fine everybody indicate actually son mean.,1143.15
A-06274,Helicopter,Petrol,3810.09,1220.76,2025-07-03,Muscat Dock,Muscat Dock,7.36,Yes,1.19,D-520,Rainy,12,37.48,Delayed,Share serve half blue.,4534.01
A-06275,Supply Ship,Petrol,4458.09,1924.2,2024-10-07,Ras Laffan,Dubai Port,14.45,No,1.32,D-810,Stormy,3,112.54,Delayed,Something only war edge stand production cultural.,5884.68
A-06276,Helicopter,Jet Fuel,3611.88,1325.42,2023-09-07,Doha Bay,Dubai Port,7.69,No,0.97,D-834,Rainy,1,115.0,Cancelled,Reduce pressure score look clear.,3503.52
A-06277,Tugboat,Petrol,4047.31,1845.33,2024-06-21,Doha Bay,Dubai Port,8.57,No,0.88,D-974,Rainy,5,97.55,Completed,Focus enough point third even tough church.,3561.63
A-06278,Supply Ship,Diesel,4956.33,1136.36,2024-10-04,Ras Laffan,Abu Dhabi Rig,46.22,No,1.73,D-953,Windy,4,28.73,Completed,Guy produce interest read present.,8574.45
A-06279,Helicopter,Jet Fuel,760.3,1688.32,2023-12-19,Dubai Port,Abu Dhabi Rig,9.4,No,1.89,D-481,Windy,6,75.84,Completed,Focus should away reveal he position.,1436.97
A-06280,Tugboat,Diesel,4829.25,257.08,2024-07-16,Dubai Port,Muscat Dock,34.02,Yes,0.98,D-624,Stormy,2,55.43,Cancelled,Local sometimes authority stock dream move example.,4732.66
A-06281,Tugboat,Petrol,3045.87,255.79,2024-02-18,Abu Dhabi Rig,Dubai Port,5.48,No,1.77,D-649,Sunny,5,102.02,Delayed,Church moment fall wonder act record.,5391.19
A-06282,Truck,Diesel,4084.94,249.16,2024-08-10,Doha Bay,Doha Bay,20.13,No,1.13,D-675,Rainy,8,50.22,Delayed,Coach pass area laugh.,4615.98
A-06283,Truck,Jet Fuel,3285.83,982.81,2024-08-21,Dubai Port,Ras Laffan,66.63,Yes,1.29,D-842,Rainy,8,65.13,Cancelled,Economy matter that seek protect.,4238.72
A-06284,Truck,Jet Fuel,2893.19,667.22,2025-06-08,Abu Dhabi Rig,Abu Dhabi Rig,3.2,Yes,0.77,D-583,Stormy,12,77.37,Cancelled,Might effort help church big bed.,2227.76
A-06285,Tugboat,Diesel,3547.73,1441.18,2024-12-05,Dubai Port,Dubai Port,63.26,Yes,1.38,D-165,Sunny,2,23.53,Cancelled,Tend reflect lawyer whom base laugh for toward.,4895.87
A-06286,Helicopter,Diesel,1669.27,1806.22,2024-09-02,Ras Laffan,Dubai Port,54.93,No,1.93,D-393,Sunny,14,80.89,Completed,Involve too popular rest mouth job far.,3221.69
A-06287,Truck,Diesel,4628.93,1242.56,2024-11-02,Doha Bay,Abu Dhabi Rig,66.39,No,0.58,D-834,Rainy,3,54.43,Completed,Avoid small focus figure live those.,2684.78
A-06288,Helicopter,Jet Fuel,664.93,434.29,2025-02-14,Dubai Port,Muscat Dock,56.87,No,0.89,D-939,Stormy,9,72.92,Completed,Drug according good.,591.79
A-06289,Truck,Petrol,1658.35,1862.44,2024-08-21,Ras Laffan,Muscat Dock,59.66,No,1.54,D-340,Stormy,11,32.48,Cancelled,Hundred give deal go size behind.,2553.86
A-06290,Supply Ship,Diesel,252.7,1060.44,2023-12-04,Abu Dhabi Rig,Muscat Dock,8.65,Yes,0.9,D-961,Rainy,11,53.58,Completed,Forget management will worry music.,227.43
A-06291,Supply Ship,Petrol,1429.48,1442.69,2023-09-21,Ras Laffan,Muscat Dock,60.32,No,1.05,D-112,Sunny,7,78.18,Cancelled,Catch hope thing heavy car.,1500.95
A-06292,Truck,Jet Fuel,1169.24,1782.11,2024-03-27,Abu Dhabi Rig,Doha Bay,34.88,No,0.94,D-265,Windy,9,77.16,Completed,Send issue year probably pick buy receive especially.,1099.09
A-06293,Tugboat,Diesel,343.19,1979.77,2024-08-07,Dubai Port,Dubai Port,25.96,Yes,1.95,D-631,Windy,13,35.8,Delayed,Carry save accept choose it certain.,669.22
A-06294,Truck,Diesel,2509.69,1017.07,2023-11-25,Muscat Dock,Muscat Dock,11.92,Yes,1.23,D-120,Windy,4,61.47,Cancelled,Reason heavy base.,3086.92
A-06295,Truck,Jet Fuel,2396.32,1618.04,2024-01-17,Ras Laffan,Muscat Dock,1.05,No,0.7,D-630,Rainy,11,71.95,Delayed,Difference minute accept.,1677.42
A-06296,Tugboat,Diesel,480.95,1138.07,2024-10-09,Muscat Dock,Ras Laffan,46.63,No,0.68,D-132,Sunny,7,28.12,Cancelled,Represent establish available top.,327.05
A-06297,Supply Ship,Petrol,1383.07,978.04,2024-05-23,Doha Bay,Ras Laffan,52.55,No,0.97,D-788,Sunny,7,79.94,Completed,Bar move large PM beat bad card.,1341.58
A-06298,Helicopter,Jet Fuel,4771.28,1080.05,2025-04-13,Muscat Dock,Dubai Port,28.55,No,1.1,D-416,Windy,13,43.17,Delayed,Their say past still charge such.,5248.41
A-06299,Truck,Jet Fuel,642.61,973.71,2024-06-21,Doha Bay,Abu Dhabi Rig,12.66,No,0.93,D-387,Stormy,7,112.02,Completed,Sing road house teacher glass.,597.63
A-06300,Tugboat,Diesel,1594.59,847.85,2024-10-09,Dubai Port,Muscat Dock,11.26,Yes,1.33,D-451,Stormy,10,46.85,Cancelled,Culture democratic high one above boy just.,2120.8
A-06301,Truck,Jet Fuel,275.73,1450.2,2024-09-24,Dubai Port,Doha Bay,12.94,No,1.81,D-802,Rainy,11,98.74,Delayed,Growth sister home.,499.07
A-06302,Tugboat,Diesel,829.55,506.85,2024-10-14,Ras Laffan,Ras Laffan,4.99,No,1.68,D-850,Stormy,13,78.22,Cancelled,Line identify expect authority party begin movement.,1393.64
A-06303,Helicopter,Diesel,3527.05,1236.6,2024-09-30,Muscat Dock,Muscat Dock,26.54,No,1.37,D-740,Sunny,5,88.53,Completed,Ability next to use central speak.,4832.06
A-06304,Helicopter,Jet Fuel,1896.91,1428.79,2025-02-28,Doha Bay,Abu Dhabi Rig,44.75,No,1.59,D-742,Sunny,6,110.18,Cancelled,Trade without particularly.,3016.09
A-06305,Supply Ship,Diesel,2315.18,1785.26,2025-03-05,Doha Bay,Doha Bay,32.74,Yes,1.49,D-381,Rainy,4,104.78,Completed,Difficult even concern pretty us measure.,3449.62
A-06306,Tugboat,Petrol,869.19,670.44,2024-05-30,Muscat Dock,Ras Laffan,9.91,No,0.6,D-704,Stormy,11,32.77,Cancelled,Him computer expect policy bag.,521.51
A-06307,Tugboat,Petrol,3442.49,1722.59,2025-05-06,Dubai Port,Abu Dhabi Rig,58.95,Yes,1.45,D-301,Sunny,9,113.37,Cancelled,Watch opportunity ability yard yard tonight.,4991.61
A-06308,Supply Ship,Diesel,3782.46,1891.13,2025-06-18,Dubai Port,Abu Dhabi Rig,21.38,No,1.81,D-867,Rainy,4,33.87,Cancelled,Plant teacher turn garden.,6846.25
A-06309,Supply Ship,Petrol,987.45,1300.87,2025-05-11,Doha Bay,Doha Bay,43.79,Yes,1.75,D-243,Stormy,9,51.64,Completed,Need open administration later future.,1728.04
A-06310,Tugboat,Diesel,320.47,1545.15,2024-03-09,Ras Laffan,Doha Bay,18.44,No,1.21,D-234,Windy,9,72.31,Cancelled,Buy author hard will degree.,387.77
A-06311,Supply Ship,Petrol,496.61,817.36,2025-04-20,Dubai Port,Ras Laffan,43.24,No,0.99,D-181,Rainy,5,113.33,Cancelled,Such out Mrs Mr tell radio.,491.64
A-06312,Helicopter,Jet Fuel,3319.52,1904.75,2025-04-30,Abu Dhabi Rig,Doha Bay,10.21,No,1.07,D-840,Windy,9,82.72,Delayed,Talk he court difficult.,3551.89
A-06313,Truck,Diesel,764.0,1345.01,2023-11-22,Doha Bay,Muscat Dock,47.54,Yes,1.35,D-291,Rainy,9,107.5,Cancelled,Painting store approach reveal art likely page meet.,1031.4
A-06314,Helicopter,Diesel,2520.2,627.21,2025-03-03,Muscat Dock,Doha Bay,41.69,No,1.11,D-107,Stormy,12,114.17,Delayed,A involve question direction goal reach college weight.,2797.42
A-06315,Supply Ship,Diesel,847.94,814.48,2024-12-12,Muscat Dock,Abu Dhabi Rig,37.87,No,1.02,D-560,Rainy,3,94.85,Cancelled,Cover happen at church behind fear lot.,864.9
A-06316,Tugboat,Diesel,933.73,1239.33,2024-07-07,Doha Bay,Doha Bay,16.41,No,0.68,D-154,Sunny,12,68.19,Delayed,Fall her book laugh way.,634.94
A-06317,Tugboat,Diesel,121.37,475.93,2023-08-14,Doha Bay,Ras Laffan,38.57,No,0.66,D-171,Windy,13,58.8,Cancelled,Seek each computer news view.,80.1
A-06318,Helicopter,Diesel,1672.04,1510.29,2024-09-17,Dubai Port,Muscat Dock,64.69,No,0.54,D-523,Stormy,3,47.52,Completed,Seven specific east forward voice.,902.9
A-06319,Tugboat,Jet Fuel,540.01,457.14,2023-12-01,Doha Bay,Doha Bay,9.89,No,1.99,D-784,Windy,4,70.66,Cancelled,Congress although mind memory how development real could.,1074.62
A-06320,Supply Ship,Jet Fuel,2030.41,1187.66,2024-05-04,Doha Bay,Muscat Dock,50.96,No,1.04,D-271,Rainy,8,24.8,Completed,Record probably challenge those whose race.,2111.63
A-06321,Helicopter,Petrol,3029.14,1397.04,2025-04-09,Abu Dhabi Rig,Doha Bay,9.07,No,0.61,D-368,Rainy,3,42.81,Delayed,Window meet find forget which over.,1847.78
A-06322,Tugboat,Diesel,1900.91,1720.9,2023-08-30,Muscat Dock,Muscat Dock,25.01,No,1.35,D-931,Rainy,2,55.83,Delayed,True apply stop if hear hotel hundred.,2566.23
A-06323,Truck,Petrol,3554.9,1470.46,2023-10-04,Dubai Port,Doha Bay,49.55,No,1.51,D-567,Rainy,12,105.34,Cancelled,Election deal indeed military effort.,5367.9
A-06324,Truck,Petrol,3733.11,1599.66,2025-04-13,Ras Laffan,Doha Bay,40.78,No,1.52,D-535,Rainy,14,57.61,Delayed,Television country crime last important discuss mention.,5674.33
A-06325,Supply Ship,Jet Fuel,3513.37,1826.73,2023-10-11,Dubai Port,Dubai Port,49.16,No,1.95,D-126,Rainy,6,43.95,Cancelled,Police teacher nor.,6851.07
A-06326,Tugboat,Petrol,4689.9,1199.57,2025-02-27,Muscat Dock,Abu Dhabi Rig,69.4,No,0.82,D-342,Sunny,3,98.27,Delayed,Likely how institution get type act history.,3845.72
A-06327,Supply Ship,Jet Fuel,1262.74,1694.1,2023-09-22,Ras Laffan,Ras Laffan,69.84,No,1.84,D-232,Windy,9,114.32,Delayed,Strategy walk stand station security along two rock.,2323.44
A-06328,Helicopter,Petrol,1028.34,471.43,2023-11-27,Doha Bay,Ras Laffan,65.96,No,1.86,D-983,Rainy,10,97.48,Completed,Quality drive stop office.,1912.71
A-06329,Truck,Diesel,3087.59,1631.32,2023-09-01,Abu Dhabi Rig,Dubai Port,36.13,No,1.19,D-559,Windy,9,32.58,Cancelled,Form piece voice cup property reality.,3674.23
A-06330,Helicopter,Petrol,3014.9,451.16,2025-02-19,Abu Dhabi Rig,Doha Bay,25.21,No,1.93,D-442,Stormy,10,52.03,Cancelled,Sport opportunity lot law.,5818.76
A-06331,Tugboat,Jet Fuel,2599.48,1869.91,2023-11-08,Muscat Dock,Abu Dhabi Rig,20.85,No,0.8,D-538,Windy,6,80.29,Cancelled,Activity factor within me trial.,2079.58
A-06332,Supply Ship,Jet Fuel,121.33,666.65,2024-05-31,Muscat Dock,Muscat Dock,41.87,No,1.01,D-565,Windy,5,39.6,Cancelled,Thus realize identify forward show.,122.54
A-06333,Supply Ship,Jet Fuel,2820.67,351.96,2023-12-27,Abu Dhabi Rig,Dubai Port,33.2,No,1.64,D-259,Sunny,11,83.66,Cancelled,Buy school training.,4625.9
A-06334,Supply Ship,Petrol,4670.71,304.86,2024-03-12,Ras Laffan,Ras Laffan,71.61,No,1.92,D-571,Sunny,2,43.6,Cancelled,Since green usually sing common that.,8967.76
A-06335,Helicopter,Petrol,1739.43,382.67,2023-11-06,Ras Laffan,Ras Laffan,39.03,No,0.62,D-156,Windy,8,74.27,Cancelled,Goal senior sea week in.,1078.45
A-06336,Truck,Jet Fuel,4841.24,900.61,2025-04-26,Dubai Port,Ras Laffan,24.36,No,1.51,D-161,Windy,3,90.68,Completed,Record image note better paper thought push.,7310.27
A-06337,Helicopter,Diesel,1848.11,1049.08,2023-09-14,Doha Bay,Doha Bay,46.15,No,1.91,D-804,Stormy,5,98.68,Completed,Model performance exactly involve he society serve decision.,3529.89
A-06338,Helicopter,Diesel,785.29,1828.43,2024-11-19,Ras Laffan,Muscat Dock,4.1,No,0.65,D-470,Windy,10,100.06,Delayed,Trip teach myself own alone difficult big.,510.44
A-06339,Tugboat,Petrol,2052.18,768.22,2024-09-30,Doha Bay,Muscat Dock,8.87,No,0.77,D-908,Stormy,11,97.48,Cancelled,Nor once may help.,1580.18
A-06340,Tugboat,Petrol,2523.6,442.79,2025-06-27,Muscat Dock,Muscat Dock,48.12,No,1.52,D-175,Sunny,14,33.71,Completed,Member radio contain my move fund.,3835.87
A-06341,Tugboat,Jet Fuel,3184.38,1490.2,2024-05-26,Ras Laffan,Doha Bay,9.76,No,1.45,D-153,Sunny,4,118.93,Cancelled,Certainly enjoy sing scientist take Mrs.,4617.35
A-06342,Truck,Petrol,2573.9,277.96,2023-08-02,Ras Laffan,Ras Laffan,54.63,No,0.95,D-619,Windy,3,97.22,Delayed,Take have child least.,2445.2
A-06343,Truck,Petrol,2729.92,1785.64,2023-12-11,Ras Laffan,Ras Laffan,5.4,No,1.9,D-769,Stormy,11,30.41,Cancelled,But accept general song consumer world account.,5186.85
A-06344,Tugboat,Jet Fuel,217.93,824.71,2024-04-28,Dubai Port,Doha Bay,43.17,No,1.08,D-771,Stormy,3,89.76,Cancelled,Month remain those question.,235.36
A-06345,Tugboat,Jet Fuel,1342.74,1231.54,2025-01-20,Muscat Dock,Abu Dhabi Rig,49.17,No,1.01,D-569,Windy,9,67.0,Cancelled,Design service no event surface why true open.,1356.17
A-06346,Truck,Petrol,1622.41,380.51,2025-07-16,Abu Dhabi Rig,Doha Bay,56.35,No,1.76,D-904,Stormy,2,62.8,Cancelled,Unit maintain seven require.,2855.44
A-06347,Supply Ship,Diesel,4936.73,299.6,2023-11-01,Dubai Port,Doha Bay,63.88,No,1.34,D-546,Windy,3,87.66,Completed,Rock expert describe surface truth child.,6615.22
A-06348,Truck,Petrol,1548.28,1599.69,2025-03-20,Dubai Port,Ras Laffan,23.17,No,1.16,D-824,Sunny,5,36.79,Completed,Our deep song way herself.,1796.0
A-06349,Truck,Diesel,4493.24,865.11,2023-12-18,Ras Laffan,Muscat Dock,52.06,Yes,1.32,D-401,Rainy,11,119.94,Cancelled,Watch pattern she score prevent writer with.,5931.08
A-06350,Truck,Diesel,1593.21,1973.62,2024-01-14,Dubai Port,Ras Laffan,6.73,Yes,1.58,D-687,Rainy,11,74.45,Cancelled,Always center man describe market quality.,2517.27
A-06351,Tugboat,Diesel,570.94,1053.35,2025-04-06,Abu Dhabi Rig,Abu Dhabi Rig,59.92,No,0.63,D-343,Windy,12,79.46,Cancelled,Write amount employee theory.,359.69
A-06352,Supply Ship,Jet Fuel,1313.33,1692.85,2024-07-17,Dubai Port,Dubai Port,64.21,No,1.0,D-558,Rainy,4,62.52,Cancelled,By whom life finally money have explain force.,1313.33
A-06353,Truck,Jet Fuel,1436.86,1960.13,2023-11-20,Dubai Port,Dubai Port,54.15,No,1.79,D-396,Sunny,12,80.59,Delayed,His well worry home trip your.,2571.98
A-06354,Tugboat,Jet Fuel,4893.42,569.49,2025-03-07,Ras Laffan,Doha Bay,20.97,No,1.6,D-595,Sunny,9,86.4,Cancelled,Loss step pretty own.,7829.47
A-06355,Helicopter,Petrol,3404.03,1603.75,2023-10-31,Muscat Dock,Dubai Port,5.43,No,0.61,D-214,Sunny,5,54.55,Completed,Rate can condition summer season note study.,2076.46
A-06356,Helicopter,Jet Fuel,4665.24,53.79,2023-10-30,Abu Dhabi Rig,Muscat Dock,30.93,Yes,1.19,D-919,Stormy,10,66.21,Cancelled,Across chair camera baby resource sound.,5551.64
A-06357,Truck,Jet Fuel,4191.48,1362.71,2025-07-04,Ras Laffan,Ras Laffan,20.22,No,0.96,D-355,Stormy,5,45.56,Cancelled,Near society tough star east especially.,4023.82
A-06358,Helicopter,Petrol,2935.13,1492.95,2024-07-28,Dubai Port,Abu Dhabi Rig,38.64,Yes,1.69,D-126,Windy,7,97.2,Delayed,Trial relate including whose have change.,4960.37
A-06359,Supply Ship,Petrol,3409.4,959.95,2025-01-28,Abu Dhabi Rig,Abu Dhabi Rig,28.96,No,0.72,D-578,Stormy,4,93.74,Cancelled,Sell through notice care central page something.,2454.77
A-06360,Helicopter,Diesel,3161.7,332.59,2024-06-20,Doha Bay,Abu Dhabi Rig,10.66,No,0.72,D-175,Rainy,5,101.09,Delayed,Performance practice instead capital.,2276.42
A-06361,Helicopter,Petrol,3364.69,1237.27,2024-06-02,Dubai Port,Ras Laffan,60.4,No,1.61,D-962,Rainy,1,90.28,Cancelled,Player walk green.,5417.15
A-06362,Supply Ship,Petrol,1397.39,1796.08,2024-11-12,Muscat Dock,Muscat Dock,62.39,No,1.98,D-417,Stormy,7,22.01,Completed,Including piece hair well authority stay field cold.,2766.83
A-06363,Truck,Jet Fuel,2099.81,1863.33,2025-03-31,Dubai Port,Abu Dhabi Rig,58.73,No,1.09,D-276,Stormy,11,39.11,Delayed,Sing poor subject off.,2288.79
A-06364,Truck,Diesel,3003.82,1494.74,2024-05-14,Muscat Dock,Dubai Port,15.94,No,1.8,D-162,Sunny,4,58.86,Cancelled,Little rather others treatment paper few.,5406.88
A-06365,Supply Ship,Diesel,276.05,534.79,2024-12-23,Doha Bay,Muscat Dock,31.42,No,1.1,D-935,Sunny,2,43.42,Cancelled,With and various offer.,303.66
A-06366,Supply Ship,Petrol,2465.89,1741.95,2024-11-11,Ras Laffan,Muscat Dock,13.17,No,1.49,D-949,Sunny,7,73.17,Completed,Information floor win meeting fight middle lot national.,3674.18
A-06367,Supply Ship,Jet Fuel,4312.66,1778.76,2024-02-02,Ras Laffan,Muscat Dock,48.23,Yes,1.23,D-198,Sunny,8,109.81,Completed,Relate place seven sell government none paper popular.,5304.57
A-06368,Helicopter,Jet Fuel,2512.6,740.81,2025-04-13,Ras Laffan,Abu Dhabi Rig,58.15,No,1.61,D-800,Sunny,9,93.81,Completed,As management view other.,4045.29
A-06369,Supply Ship,Jet Fuel,2806.38,374.13,2025-02-26,Abu Dhabi Rig,Muscat Dock,42.29,No,0.59,D-653,Rainy,8,46.65,Cancelled,Majority so none natural.,1655.76
A-06370,Tugboat,Jet Fuel,1089.34,1750.57,2025-01-08,Muscat Dock,Abu Dhabi Rig,39.77,No,1.32,D-358,Stormy,8,59.76,Completed,Research agent just she soon.,1437.93
A-06371,Helicopter,Petrol,3992.28,1771.34,2024-10-06,Dubai Port,Dubai Port,51.76,Yes,2.0,D-892,Windy,8,25.2,Completed,Put nor western east more upon control whole.,7984.56
